FID,Shape,DPTO_CCDGO,MPIO_CCDGO,MUNICIPIO,DEPARTAMENTO,PK,CODIGO_DANE,Region,CODIGO_PRO,PROVINCIA,RURALIDAD,Capital,Población,Área_No_Municipalizada,Instrumento,Categoria_Municipal,Nivel_Desempeño_Fiscal,PDET,ZOMAC,IRV,INFORMALIDAD,Año,Cod_precio,irradiado_rango_prec,rango_prec,irradiado,Codigo_D1,Isocrona_25k_DPTO,Isocrona_25K_MPIO,Isocrona_25K_TIEMPO,Isocrona_25K_HORA,Isocrona_25K_DIST,Isocrona_CAPIT_DPTO,Isocrona_CAPI_MPIO,Isocrona_CAPI_TIEMPO,Isocrona_CAPI_HORA,Isocrona_CAPI_DIST,Tamaño_Predial_Area,Tamaño_predial_AREA_HA,Tamaño_predial_numero,Tamaño_Predial_numero_(ha),GRUPO_UFH,AREA_UFH,Uso_agrope,Observacio,COD_MPIO,LATITUD,LONGITUD
426,Polygon,27,495,NUQUI,Choco,27495,27495,Pacifica,2703,PACIFICO NORTE,Rural disperso,-,17954,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Alto,0.541446,-,-,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,,,,0, ,0,,,0, ,0,Mediana propiedad,197.93750073922996,Mediana propiedad,1,4,199.970444,SI,-,27495,5.591359844,-77.33057439
427,Polygon,27,580,RIO IRO,Choco,27580,27580,Pacifica,2705,SAN JUAN,Rural disperso,-,5788,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Alto,0,-,-,Irradiado_Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,1,27580,Chocó,SAN FRANCISCO DE QUIBDÓ,7.565746, ,82.338182,Chocó,SAN FRANCISCO DE QUIBDÓ,7.291823,A8. Mayor que 8 horas,81.59676,,,,,4,361.184138,SI,-,27580,5.190995015,-76.41996151
428,Polygon,27,600,RIO QUITO,Choco,27600,27600,Pacifica,2701,ATRATO,Rural disperso,-,8996,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio,0.083333,-,-,Irradiado_Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,1,27600,Chocó,SAN FRANCISCO DE QUIBDÓ,1.548402,A2. Mayor que 1 y menor que 2 horas,36.060512,Chocó,SAN FRANCISCO DE QUIBDÓ,1.09695,A2. Mayor que 1 y menor que 2 horas,32.563456,,,,,3,7.675689,SI,-,27600,5.567533337,-76.81157084
404,Polygon,27,615,RIOSUCIO,Choco,27615,27615,Pacifica,2702,DARIEN,Rural disperso,-,62137,-,2. PBOT,SEIS,G3_MEDIO,PDET Chocó, ZOMAC,Alto,0.566667,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,27615,Antioquia,CHIGORODÓ,2.760955,A3. Mayor que 2 y menor que 3 horas,96.416356,Córdoba,MONTERÍA,7.575724,A8. Mayor que 8 horas,348.533845,"Gran propiedad, latifundios",8849.336869293153,Pequeña propiedad,30,2,11234.89564,SI,-,27615,7.389887937,-77.24067483
429,Polygon,27,660,SAN JOSE DEL PALMAR,Choco,27660,27660,Pacifica,2705,SAN JUAN,Rural disperso,-,5597,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Alto,0.862669,-,-,Irradiado_Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,1,27660,Valle del Cauca,CARTAGO,2.564674,A3. Mayor que 2 y menor que 3 horas,60.98671,Risaralda,PEREIRA,3.3525,A4. Mayor que 3 y menor que 4 horas,96.105801,"Gran propiedad, latifundios",37068.32401433376,Pequeña propiedad,233,4,40733.08995,SI,-,27660,4.958741345,-76.28002361
430,Polygon,27,745,SIPI,Choco,27745,27745,Pacifica,2705,SAN JUAN,Rural disperso,-,3554,-,1. EOT,SEIS,G1_ALTO,PDET Chocó, ZOMAC,Alto,0.428571,-,-,Irradiado_Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,1,,,,0, ,0,,,0, ,0,,,,,4,0.249714,SI,-,27745,4.594415157,-76.54194459
431,Polygon,27,787,TADO,Choco,27787,27787,Pacifica,2705,SAN JUAN,Rural,-,19822,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET, ZOMAC,Medio Alto,0.461165,-,-,Irradiado_Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,1,27787,Chocó,SAN FRANCISCO DE QUIBDÓ,1.764528,A2. Mayor que 1 y menor que 2 horas,65.484271,Chocó,SAN FRANCISCO DE QUIBDÓ,1.490606,A2. Mayor que 1 y menor que 2 horas,64.74285,Pequeña propiedad,6.513642287684418,Pequeña propiedad,1,3,234.728319,SI,-,27787,5.26610158,-76.33109547
432,Polygon,27,800,UNGUIA,Choco,27800,27800,Pacifica,2702,DARIEN,Rural,-,14285,-,1. EOT,SEIS,G1_ALTO,PDET Chocó, ZOMAC,Medio Alto,0.562738,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,27800,Antioquia,CHIGORODÓ,11.145023, ,186.121443,,,0, ,0,,,,,4,18539.33014,SI,-,27800,8.117281079,-77.10372723
433,Polygon,27,810,UNION PANAMERICANA,Choco,27810,27810,Pacifica,2705,SAN JUAN,Intermedio,-,7364,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.41,-,-,Irradiado_Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,1,27810,Chocó,SAN FRANCISCO DE QUIBDÓ,1.589523,A2. Mayor que 1 y menor que 2 horas,56.648737,Chocó,SAN FRANCISCO DE QUIBDÓ,1.315601,A2. Mayor que 1 y menor que 2 horas,55.907316,Mediana propiedad,39.635356038250244,Mediana propiedad,1,3,162.28037,SI,-,27810,5.281599258,-76.61962746
934,Polygon,41,1,NEIVA,HUILA,41001,41001,Andina,4102,NORTE,Ciudades y aglomeraciones,si,380019,-,3. POT,UNO,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio,0.422447,2018,3.3.2,Irradiado_Mayor que 120 - hasta 140,Mayor que 120 - hasta 140,1,41001,Huila,NEIVA,0,A1. Menos 1 hora,0,Huila,NEIVA,0,A1. Menos 1 hora,0,Mediana propiedad,940.5217670131995,Pequeña propiedad,195,2,1057.86363,SI,-,41001,2.993360046,-75.27236232
970,Polygon,41,6,ACEVEDO,HUILA,41006,41006,Andina,4104,SUR,Rural disperso,-,26773,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET, ZOMAC,Medio,0.585178,2018,3.3.2,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,41006,Huila,PITALITO,1.115731,A2. Mayor que 1 y menor que 2 horas,25.232085,Cauca,FLORENCIA,2.81222,A3. Mayor que 2 y menor que 3 horas,75.582042,"Gran propiedad, latifundios",6.340258020922644,"Gran propiedad, latifundios",1,1,817.458028,SI,-,41006,1.709114446,-75.99664184
969,Polygon,41,13,AGRADO,HUILA,41013,41013,Andina,4101,CENTRO,Rural,-,9408,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.494276,2018,3.2.1,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,41013,Huila,GARZÓN,0.79302,A1. Menos 1 hora,23.996551,Huila,NEIVA,2.936331,A3. Mayor que 2 y menor que 3 horas,131.465094,Mediana propiedad,1777.410973291734,Pequeña propiedad,241,2,2957.97656,SI,-,41013,2.26975042,-75.71632236
968,Polygon,41,16,AIPE,HUILA,41016,41016,Andina,4102,NORTE,Rural,-,17322,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.4687,2018,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,41016,Huila,NEIVA,1.016596,A2. Mayor que 1 y menor que 2 horas,39.790664,Huila,NEIVA,0.966759,A1. Menos 1 hora,38.890664,Mediana propiedad,529.6961326912002,Pequeña propiedad,120,1,293.607245,SI,-,41016,3.243441923,-75.27670655
967,Polygon,41,20,ALGECIRAS,HUILA,41020,41020,Andina,4102,NORTE,Rural,-,24044,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.399326,2018,3.3.1,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,41020,Huila,NEIVA,1.665906,A2. Mayor que 1 y menor que 2 horas,58.549957,Huila,NEIVA,1.553072,A2. Mayor que 1 y menor que 2 horas,57.14285,Pequeña propiedad,1.814709137046022,Pequeña propiedad,1,2,1060.265266,SI,-,41020,2.49785068,-75.29134946
966,Polygon,41,26,ALTAMIRA,HUILA,41026,41026,Andina,4101,CENTRO,Rural,-,4557,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.720621,2018,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,41026,Huila,GARZÓN,0.754908,A1. Menos 1 hora,27.184776,Cauca,FLORENCIA,2.892478,A3. Mayor que 2 y menor que 3 horas,90.087424,Mediana propiedad,7.513197011716251,Mediana propiedad,1,3,7.513197,SI,-,41026,2.07922808,-75.76858288
965,Polygon,41,78,BARAYA,HUILA,41078,41078,Andina,4102,NORTE,Rural,-,8865,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio Alto,0.347826,2018,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,41078,Huila,NEIVA,1.466479,A2. Mayor que 1 y menor que 2 horas,48.638687,Huila,NEIVA,1.416642,A2. Mayor que 1 y menor que 2 horas,47.738687,"Gran propiedad, latifundios",1285.365220331784,Pequeña propiedad,180,2,1309.781576,SI,-,41078,3.135423634,-74.95797796
964,Polygon,41,132,CAMPOALEGRE,HUILA,41132,41132,Andina,4102,NORTE,Intermedio,-,33102,-,2. PBOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio,0.693034,2018,3.3.1,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,41132,Huila,NEIVA,0.8039,A1. Menos 1 hora,32.569343,Huila,NEIVA,0.691066,A1. Menos 1 hora,31.162237,Pequeña propiedad,7581.511623566882,Pequeña propiedad,1500,2,13871.53616,SI,-,41132,2.658666675,-75.32943803
963,Polygon,41,206,COLOMBIA,HUILA,41206,41206,Andina,4102,NORTE,Rural disperso,-,7693,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET, ZOMAC,Medio Alto,0.588684,2018,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,41206,Huila,NEIVA,3.225376,A4. Mayor que 3 y menor que 4 horas,96.464379,Huila,NEIVA,3.17554,A4. Mayor que 3 y menor que 4 horas,95.564379,"Gran propiedad, latifundios",2.883582496504138,Mediana propiedad,6,3,732.93815,SI,-,41206,3.262763564,-74.78516117
962,Polygon,41,244,ELIAS,HUILA,41244,41244,Andina,4104,SUR,Rural,-,4532,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.649527,2018,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,41244,Huila,PITALITO,0.869699,A1. Menos 1 hora,32.340411,Cauca,FLORENCIA,3.391707,A4. Mayor que 3 y menor que 4 horas,113.373925,Pequeña propiedad,13.14199393143391,Pequeña propiedad,31,2,21.602187,SI,-,41244,2.022053305,-75.94430521
961,Polygon,41,298,GARZON,HUILA,41298,41298,Andina,4101,CENTRO,Intermedio,-,77794,-,2. PBOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.338362,2018,4.1.2,Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,0,41298,Huila,GARZÓN,0,A1. Menos 1 hora,0,Huila,NEIVA,2.399826,A3. Mayor que 2 y menor que 3 horas,117.125397,Pequeña propiedad,315.1897595,Pequeña propiedad,319,2,460.894126,SI,-,41298,2.172441496,-75.57131243
935,Polygon,41,306,GIGANTE,HUILA,41306,41306,Andina,4101,CENTRO,Intermedio,-,26304,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.68108,2018,4.1.2,Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,0,41306,Huila,GARZÓN,0.657669,A1. Menos 1 hora,30.57767,Huila,NEIVA,1.867196,A2. Mayor que 1 y menor que 2 horas,88.454834,Pequeña propiedad,26.66199282181257,Pequeña propiedad,27,2,28.512309,SI,-,41306,2.371781539,-75.51699754
936,Polygon,41,319,GUADALUPE,HUILA,41319,41319,Andina,4101,CENTRO,Rural,-,19266,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.349752,2018,3.2.2,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,41319,Huila,GARZÓN,1.029675,A2. Mayor que 1 y menor que 2 horas,36.217366,Cauca,FLORENCIA,2.780672,A3. Mayor que 2 y menor que 3 horas,86.707525,Mediana propiedad,45.27036643031251,Mediana propiedad,3,1,45.217219,SI,-,41319,1.984394016,-75.69693549
937,Polygon,41,349,HOBO,HUILA,41349,41349,Andina,4102,NORTE,Rural,-,7757,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET, ZOMAC,Medio Bajo,0.343035,2018,3.3.1,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,41349,Huila,NEIVA,1.206738,A2. Mayor que 1 y menor que 2 horas,55.314423,Huila,NEIVA,1.093904,A2. Mayor que 1 y menor que 2 horas,53.907316,Pequeña propiedad,218.7195498138802,Pequeña propiedad,63,2,144.404497,SI,-,41349,2.541654161,-75.44781083
938,Polygon,41,357,IQUIRA,HUILA,41357,41357,Andina,4102,NORTE,Rural disperso,-,9939,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio,0.351273,2018,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,41357,Huila,LA PLATA,1.900711,A2. Mayor que 1 y menor que 2 horas,54.002648,Huila,NEIVA,2.246908,A3. Mayor que 2 y menor que 3 horas,65.723968,Mediana propiedad,788.1756030021938,Pequeña propiedad,114,3,1044.956888,SI,-,41357,2.691517773,-75.67383141
939,Polygon,41,359,ISNOS,HUILA,41359,41359,Andina,4104,SUR,Rural disperso,-,27197,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio,0.750262,2018,3.3.1,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,41359,Huila,PITALITO,0.836419,A1. Menos 1 hora,34.149242,Cauca,POPAYÁN,3.721414,A4. Mayor que 3 y menor que 4 horas,101.527121,Pequeña propiedad,18.82115305869171,Pequeña propiedad,19,1,11.20636,SI,-,41359,1.945591321,-76.18204722
940,Polygon,41,378,LA ARGENTINA,HUILA,41378,41378,Andina,4103,OCCIDENTE,Rural,-,13884,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio,0.502722,2018,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,41378,Huila,LA PLATA,0.799054,A1. Menos 1 hora,30.211984,Cauca,POPAYÁN,2.90241,A3. Mayor que 2 y menor que 3 horas,102.337172,Pequeña propiedad,1723.056399894995,Pequeña propiedad,667,1,1256.306878,SI,-,41378,2.156287619,-76.00679451
941,Polygon,41,396,LA PLATA,HUILA,41396,41396,Andina,4103,OCCIDENTE,Intermedio,-,65676,-,2. PBOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio,0.290828,2018,3.2.1,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,41396,Huila,LA PLATA,0,A1. Menos 1 hora,0,Huila,NEIVA,2.651419,A3. Mayor que 2 y menor que 3 horas,126.15088,Pequeña propiedad,2191.353159599874,Pequeña propiedad,943,2,2372.586602,SI,-,41396,2.328076586,-76.00117299
942,Polygon,41,483,NATAGA,HUILA,41483,41483,Andina,4103,OCCIDENTE,Rural,-,6950,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.431569,2018,3.1.2,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,41483,Huila,LA PLATA,0.689909,A1. Menos 1 hora,23.239192,Huila,NEIVA,2.504605,A3. Mayor que 2 y menor que 3 horas,120.12834,Pequeña propiedad,866.1882116186551,Pequeña propiedad,269,4,841.338617,SI,-,41483,2.576066285,-75.78693757
943,Polygon,41,503,OPORAPA,HUILA,41503,41503,Andina,4104,SUR,Rural,-,12537,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.646561,2018,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,41503,Huila,PITALITO,0.881513,A1. Menos 1 hora,26.773506,Cauca,POPAYÁN,4.037999,A5. Mayor que 4 y menor que 5 horas,137.911897,Pequeña propiedad,181.1103833737246,Pequeña propiedad,140,4,99.271752,SI,-,41503,2.061191362,-76.04110289
944,Polygon,41,518,PAICOL,HUILA,41518,41518,Andina,4103,OCCIDENTE,Rural,-,7078,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.318144,2018,3.2.1,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,41518,Huila,LA PLATA,0.575232,A1. Menos 1 hora,22.932085,Huila,NEIVA,2.13197,A3. Mayor que 2 y menor que 3 horas,105.315851,Mediana propiedad,1305.838012831072,Pequeña propiedad,96,1,1752.670926,SI,-,41518,2.40689827,-75.72803027
945,Polygon,41,524,PALERMO,HUILA,41524,41524,Andina,4102,NORTE,Rural,-,28245,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.255495,2018,3.3.2,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,41524,Huila,NEIVA,0.768055,A1. Menos 1 hora,24.920815,Huila,NEIVA,0.718219,A1. Menos 1 hora,24.020815,Mediana propiedad,72.56190104476873,Pequeña propiedad,592,2,93.741509,SI,-,41524,2.914491967,-75.44066118
946,Polygon,41,530,PALESTINA,HUILA,41530,41530,Andina,4104,SUR,Rural,-,12077,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.751073,2018,3.2.2,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,41530,Huila,PITALITO,0.716986,A1. Menos 1 hora,23.017872,Putumayo,MOCOA,2.830201,A3. Mayor que 2 y menor que 3 horas,106.049661,Pequeña propiedad,1763.478746297843,Pequeña propiedad,600,2,1878.412578,SI,-,41530,1.68458076,-76.1478559
947,Polygon,41,548,PITAL,HUILA,41548,41548,Andina,4101,CENTRO,Intermedio,-,14791,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.54022,2018,3.2.1,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,41548,Huila,GARZÓN,0.943071,A1. Menos 1 hora,28.293607,Huila,NEIVA,3.086381,A4. Mayor que 3 y menor que 4 horas,135.76215,Pequeña propiedad,664.0599363049752,Pequeña propiedad,258,2,990.116638,SI,-,41548,2.259601773,-75.8319516
948,Polygon,41,551,PITALITO,HUILA,41551,41551,Andina,4104,SUR,Intermedio,-,134110,-,3. POT,CUATRO,G5_BAJO,No PDET,NO ZOMAC,Medio,0.398268,2018,3.3.2,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,41551,Huila,PITALITO,0,A1. Menos 1 hora,0,Putumayo,MOCOA,3.287028,A4. Mayor que 3 y menor que 4 horas,126.243268,Pequeña propiedad,6157.403018420906,Pequeña propiedad,2345,2,5586.996009,SI,-,41551,1.848217185,-76.05217643
949,Polygon,41,615,RIVERA,HUILA,41615,41615,Andina,4102,NORTE,Rural,-,26153,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.247999,2018,3.3.1,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,41615,Huila,NEIVA,0.711814,A1. Menos 1 hora,24.623759,Huila,NEIVA,0.59898,A1. Menos 1 hora,23.216652,Mediana propiedad,5561.784916222582,Pequeña propiedad,3441,2,9273.158012,SI,-,41615,2.79286115,-75.23536868
950,Polygon,41,660,SALADOBLANCO,HUILA,41660,41660,Andina,4104,SUR,Rural disperso,-,11265,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio,0.735269,2018,3.2.2,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,41660,Huila,PITALITO,0.910337,A1. Menos 1 hora,26.556349,Putumayo,MOCOA,4.093321,A5. Mayor que 4 y menor que 5 horas,152.175353,Pequeña propiedad,4208.586640062274,Pequeña propiedad,1500,2,4171.41025,SI,-,41660,2.100382849,-76.22897871
951,Polygon,41,668,SAN AGUSTIN,HUILA,41668,41668,Andina,4104,SUR,Rural,-,35550,-,2. PBOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio,0.569954,2018,4.1.1,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,41668,Huila,PITALITO,0.708151,A1. Menos 1 hora,31.535029,Putumayo,MOCOA,3.70332,A4. Mayor que 3 y menor que 4 horas,146.525606,Pequeña propiedad,139.9090068817218,Pequeña propiedad,78,1,136.610318,SI,-,41668,1.924165493,-76.4165655
952,Polygon,41,676,SANTA MARIA,HUILA,41676,41676,Andina,4102,NORTE,Rural disperso,-,11173,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.452506,2018,3.1.2,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,41676,Huila,NEIVA,1.671529,A2. Mayor que 1 y menor que 2 horas,52.294322,Huila,NEIVA,1.621693,A2. Mayor que 1 y menor que 2 horas,51.394322,Pequeña propiedad,0.1960948560869116,Mediana propiedad,3,2,102.47889,SI,-,41676,2.926265937,-75.63359786
953,Polygon,41,770,SUAZA,HUILA,41770,41770,Andina,4101,CENTRO,Rural,-,23562,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.384432,2018,3.3.2,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,41770,Huila,GARZÓN,1.065107,A2. Mayor que 1 y menor que 2 horas,40.238687,Cauca,FLORENCIA,2.579462,A3. Mayor que 2 y menor que 3 horas,77.374935,Pequeña propiedad,749.6016774614636,Pequeña propiedad,333,1,1578.724732,SI,-,41770,1.870992095,-75.80798471
954,Polygon,41,791,TARQUI,HUILA,41791,41791,Andina,4101,CENTRO,Rural,-,18783,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.570101,2018,3.2.2,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,41791,Huila,GARZÓN,0.981808,A1. Menos 1 hora,36.534524,Cauca,FLORENCIA,3.085426,A4. Mayor que 3 y menor que 4 horas,98.954329,Mediana propiedad,345.0732395283928,Pequeña propiedad,136,1,517.085763,SI,-,41791,2.130280544,-75.87534845
955,Polygon,41,797,TESALIA,HUILA,41797,41797,Andina,4103,OCCIDENTE,Rural,-,11475,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.404467,2018,3.2.2,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,41797,Huila,LA PLATA,0.699271,A1. Menos 1 hora,27.467619,Huila,NEIVA,2.064037,A3. Mayor que 2 y menor que 3 horas,100.891587,Mediana propiedad,929.9808853646882,Pequeña propiedad,28,3,1278.791162,SI,-,41797,2.526855132,-75.68259642
956,Polygon,41,799,TELLO,HUILA,41799,41799,Andina,4102,NORTE,Rural,-,12572,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio,0.335919,2018,3.3.2,Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,0,41799,Huila,NEIVA,1.032839,A2. Mayor que 1 y menor que 2 horas,32.980613,Huila,NEIVA,0.983002,A1. Menos 1 hora,32.080613,"Gran propiedad, latifundios",516.5277525901781,Pequeña propiedad,39,1,790.439915,SI,-,41799,3.030611777,-75.08536553
957,Polygon,41,801,TERUEL,HUILA,41801,41801,Andina,4102,NORTE,Rural,-,8605,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.393077,2018,3.1.2,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,41801,Huila,NEIVA,1.677536,A2. Mayor que 1 y menor que 2 horas,52.42153,Huila,NEIVA,1.6277,A2. Mayor que 1 y menor que 2 horas,51.52153,Pequeña propiedad,587.9117661252479,Pequeña propiedad,207,4,803.793249,SI,-,41801,2.851852692,-75.75988934
958,Polygon,41,807,TIMANA,HUILA,41807,41807,Andina,4104,SUR,Intermedio,-,23395,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.536336,2018,3.3.2,Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,0,41807,Huila,PITALITO,0.58696,A1. Menos 1 hora,22.007821,Cauca,FLORENCIA,3.280401,A4. Mayor que 3 y menor que 4 horas,112.63961,Pequeña propiedad,88.56205926663668,Pequeña propiedad,76,2,89.35204,SI,-,41807,1.950715226,-75.91757649
959,Polygon,41,872,VILLAVIEJA,HUILA,41872,41872,Andina,4102,NORTE,Rural,-,7782,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.378713,2018,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,41872,Huila,NEIVA,1.326773,A2. Mayor que 1 y menor que 2 horas,42.72031,Huila,NEIVA,1.276936,A2. Mayor que 1 y menor que 2 horas,41.82031,Pequeña propiedad,340.1294752184667,Pequeña propiedad,80,2,598.605716,SI,-,41872,3.287057875,-75.13838292
960,Polygon,41,885,YAGUARA,HUILA,41885,41885,Andina,4102,NORTE,Rural,-,8218,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.396238,2018,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,41885,Huila,NEIVA,1.58003,A2. Mayor que 1 y menor que 2 horas,54.632799,Huila,NEIVA,1.526871,A2. Mayor que 1 y menor que 2 horas,54.660007,Mediana propiedad,2906.104513227991,Pequeña propiedad,363,3,2456.52961,SI,-,41885,2.646563339,-75.51592645
561,Polygon,44,1,RIOHACHA,LA GUAJIRA,44001,44001,Caribe,4401,NORTE,Ciudades y aglomeraciones,si,222541,-,3. POT,CUATRO,G4_MEDIO_BAJO,No PDET, ZOMAC,Medio,0.626892,2023,3.3.2,Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,0,44001,La Guajira,"RIOHACHA, DISTRITO ESPECIAL, TURÍSTICO Y CULTURAL",0,A1. Menos 1 hora,0,La Guajira,RIOHACHA,0,A1. Menos 1 hora,0,Mediana propiedad,2140.749597,Mediana propiedad,41,3,3848.161101,SI,Pecuario,44001,11.24297214,-72.95876315
562,Polygon,44,35,ALBANIA,LA GUAJIRA,44035,44035,Caribe,4401,NORTE,Intermedio,-,35116,-,2. PBOT,CINCO,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.775526,2023,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,44035,La Guajira,MAICAO,1.026963,A2. Mayor que 1 y menor que 2 horas,53.185491,La Guajira,RIOHACHA,2.05564,A3. Mayor que 2 y menor que 3 horas,77.127417,"Gran propiedad, latifundios",9525.451050482237,Mediana propiedad,119,3,8231.213166,SI,Agropecuario,44035,11.22869049,-72.53209657
